client_id,district_id,client_age,client_gender,age_group,district_name,region,pop_size,no_of_municip<499,no_of_municip<2000,no_of_municip<10000 ,no_of_municip>10000,no_cities,ratio_urban,avg_salary,unemploymant_95,unemploymant_96,no_of_enterpreneurs,no_crimes_95,no_crimes_96,disp_id,account_id,disp_type,card_id,card_type,card_issued,card_issue_year,card_issue_month,statement_freq,account_date,loan_id,amount_x,duration,payments,status,loan_month,loan_year,tot_trans_amount,tot_trans_count,tot_order_amount,tot_order_count,amount_y,ord_HOUSEHOLD_PAYMENT,ord_INSURANCE_PAYMENT,ord_LEASING_PAYMENT,ord_LOAN_PAYMENT,ord_UNKNOWN,LOS,Target
4518,39,48.0,F,40.0,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,4518,3745,OWNER,697.0,classic,1996-12-11,1996.0,12.0,monthly issuance,1993-08-04,,,,,,,,4237075.400000004,476,12310.0,2.0,12310.0,11469.0,0.0,0.0,0.0,841.0,6.0,
4519,70,48.0,F,40.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,4519,3746,OWNER,,,,,,monthly issuance,1996-06-04,,,,,,,,1209684.9,193,6242.0,3.0,6242.0,4353.0,0.0,1333.0,0.0,556.0,4.0,
4520,1,43.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4520,3747,OWNER,,,,,,monthly issuance,1994-05-01,5739.0,76380.0,12.0,6365.0,A,1.0,1995.0,1281871.1,421,12081.0,4.0,12081.0,2389.0,1500.0,0.0,6365.0,1827.0,6.0,1.0
4521,1,56.0,M,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4521,3748,OWNER,,,,,,monthly issuance,1993-07-10,,,,,,,,409159.8999999995,380,2128.0,2.0,2128.0,308.0,0.0,0.0,0.0,1820.0,6.0,
4522,68,49.0,F,40.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,4522,3749,OWNER,698.0,gold,1997-10-07,1997.0,10.0,monthly issuance,1996-08-10,,,,,,,,1389925.7000000004,146,3904.0,1.0,3904.0,3904.0,0.0,0.0,0.0,0.0,3.0,
4523,68,48.0,M,40.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,4523,3749,DISPONENT,,,,,,monthly issuance,1996-08-10,,,,,,,,1389925.7000000004,146,3904.0,1.0,3904.0,3904.0,0.0,0.0,0.0,0.0,3.0,
4524,77,42.0,M,40.0,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,4524,3750,OWNER,,,,,,monthly issuance,1995-03-18,,,,,,,,1966481.9000000015,266,7774.0,1.0,7774.0,7774.0,0.0,0.0,0.0,0.0,5.0,
4525,77,35.0,F,30.0,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,4525,3750,DISPONENT,,,,,,monthly issuance,1995-03-18,,,,,,,,1966481.9000000015,266,7774.0,1.0,7774.0,7774.0,0.0,0.0,0.0,0.0,5.0,
4526,70,30.0,F,30.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,4526,3751,OWNER,,,,,,monthly issuance,1993-09-15,,,,,,,,2710013.8000000026,414,3156.0,2.0,3156.0,110.0,0.0,0.0,0.0,3046.0,6.0,
4527,1,37.0,F,30.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4527,3752,OWNER,,,,,,monthly issuance,1994-11-25,5740.0,18564.0,12.0,1547.0,A,4.0,1995.0,1761164.800000001,320,4765.0,2.0,4765.0,3218.0,0.0,0.0,1547.0,0.0,5.0,1.0
4528,28,78.0,M,70.0,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,4528,3753,OWNER,,,,,,monthly issuance,1995-02-24,,,,,,,,511876.69999999955,246,1540.0,1.0,1540.0,1540.0,0.0,0.0,0.0,0.0,5.0,
4529,37,23.0,M,20.0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,4529,3754,OWNER,,,,,,weekly issuance,1996-02-19,5741.0,68544.0,24.0,2856.0,A,11.0,1996.0,2136510.0,312,9829.0,5.0,9829.0,3976.0,913.0,0.0,2856.0,2084.0,4.0,1.0
4530,37,15.0,F,10.0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,4530,3754,DISPONENT,,,,,,weekly issuance,1996-02-19,5741.0,68544.0,24.0,2856.0,A,11.0,1996.0,2136510.0,312,9829.0,5.0,9829.0,3976.0,913.0,0.0,2856.0,2084.0,4.0,1.0
4531,64,36.0,F,30.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,4531,3755,OWNER,,,,,,monthly issuance,1996-01-20,,,,,,,,3126920.2000000016,230,16456.1,2.0,16456.1,13500.0,0.0,2956.1,0.0,0.0,4.0,
4532,39,46.0,M,40.0,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,4532,3756,OWNER,699.0,classic,1995-09-26,1995.0,9.0,weekly issuance,1994-10-17,,,,,,,,3767152.6,304,9023.0,1.0,9023.0,9023.0,0.0,0.0,0.0,0.0,5.0,
4533,64,20.0,M,20.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,4533,3757,OWNER,700.0,junior,1998-05-22,1998.0,5.0,monthly issuance,1997-09-24,,,,,,,,947067.5999999996,109,6952.0,4.0,6952.0,987.0,803.0,0.0,0.0,5162.0,2.0,
4534,38,45.0,M,40.0,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,4534,3758,OWNER,701.0,classic,1998-06-24,1998.0,6.0,monthly issuance,1995-09-19,,,,,,,,645766.4999999994,216,4009.0,1.0,4009.0,4009.0,0.0,0.0,0.0,0.0,4.0,
4535,1,68.0,F,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4535,3759,OWNER,,,,,,monthly issuance,1993-12-29,,,,,,,,558132.7999999995,298,1642.0,1.0,1642.0,1642.0,0.0,0.0,0.0,0.0,6.0,
4536,41,52.0,M,50.0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,4536,3760,OWNER,,,,,,monthly issuance,1993-01-13,,,,,,,,5438918.499999999,391,2947.8,1.0,2947.8,0.0,0.0,2947.8,0.0,0.0,7.0,
4539,55,57.0,M,50.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,4539,3763,OWNER,,,,,,monthly issuance,1995-08-23,,,,,,,,940436.2999999997,266,6855.0,2.0,6855.0,3232.0,0.0,0.0,0.0,3623.0,4.0,
4540,69,64.0,M,60.0,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,4540,3764,OWNER,,,,,,monthly issuance,1995-11-05,,,,,,,,371045.69999999984,214,2506.0,1.0,2506.0,2506.0,0.0,0.0,0.0,0.0,4.0,
4541,32,29.0,F,20.0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,4541,3765,OWNER,,,,,,monthly issuance,1996-11-14,,,,,,,,142260.60000000006,148,2070.0,3.0,2070.0,617.0,691.0,0.0,0.0,762.0,3.0,
4542,29,46.0,M,40.0,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,4542,3766,OWNER,,,,,,issuance after transaction,1996-10-18,,,,,,,,1215155.7999999998,109,9546.0,1.0,9546.0,9546.0,0.0,0.0,0.0,0.0,3.0,
4543,1,58.0,M,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4543,3767,OWNER,702.0,classic,1998-08-30,1998.0,8.0,monthly issuance,1995-11-15,,,,,,,,914212.9999999993,230,4536.0,2.0,4536.0,881.0,0.0,0.0,0.0,3655.0,4.0,
4544,52,45.0,F,40.0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,4544,3768,OWNER,,,,,,monthly issuance,1997-06-06,,,,,,,,1299968.5999999996,97,,,,,,,,,3.0,
4545,3,64.0,F,60.0,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,4545,3769,OWNER,,,,,,monthly issuance,1996-05-14,,,,,,,,408723.09999999974,162,2050.0,1.0,2050.0,2050.0,0.0,0.0,0.0,0.0,4.0,
4546,23,49.0,F,40.0,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,4546,3770,OWNER,703.0,classic,1997-09-17,1997.0,9.0,monthly issuance,1995-09-20,,,,,,,,1565493.000000001,220,9060.0,1.0,9060.0,9060.0,0.0,0.0,0.0,0.0,4.0,
4547,9,56.0,F,50.0,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,4547,3771,OWNER,,,,,,monthly issuance,1993-06-11,,,,,,,,3666563.800000001,319,1152.0,1.0,1152.0,0.0,0.0,1152.0,0.0,0.0,7.0,
4548,7,42.0,M,40.0,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,4548,3772,OWNER,,,,,,monthly issuance,1995-11-20,,,,,,,,1881127.200000001,214,7775.0,1.0,7775.0,7775.0,0.0,0.0,0.0,0.0,4.0,
4549,10,79.0,F,70.0,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,4549,3773,OWNER,,,,,,monthly issuance,1997-05-04,,,,,,,,212690.20000000004,91,3146.0,1.0,3146.0,3146.0,0.0,0.0,0.0,0.0,3.0,
4550,72,57.0,F,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,4550,3774,OWNER,,,,,,monthly issuance,1996-08-30,,,,,,,,788736.6999999996,172,8626.0,2.0,8626.0,5745.0,0.0,0.0,0.0,2881.0,3.0,
4551,60,76.0,M,70.0,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,4551,3775,OWNER,,,,,,monthly issuance,1993-06-27,,,,,,,,801279.4999999994,359,2448.0,1.0,2448.0,2448.0,0.0,0.0,0.0,0.0,7.0,
4552,60,81.0,F,80.0,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,4552,3775,DISPONENT,,,,,,monthly issuance,1993-06-27,,,,,,,,801279.4999999994,359,2448.0,1.0,2448.0,2448.0,0.0,0.0,0.0,0.0,7.0,
4553,1,55.0,F,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4553,3776,OWNER,704.0,gold,1998-11-21,1998.0,11.0,monthly issuance,1996-10-16,,,,,,,,1266157.8,163,7000.0,2.0,7000.0,4739.0,0.0,0.0,0.0,2261.0,3.0,
4554,70,62.0,M,60.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,4554,3777,OWNER,,,,,,monthly issuance,1995-01-19,,,,,,,,284065.7000000001,286,2148.0,3.0,2148.0,1039.0,102.0,0.0,0.0,1007.0,5.0,
4555,52,39.0,M,30.0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,4555,3778,OWNER,705.0,classic,1995-07-12,1995.0,7.0,monthly issuance,1993-07-04,,,,,,,,3241459.900000003,400,4550.0,2.0,4550.0,3035.0,0.0,1515.0,0.0,0.0,6.0,
4556,74,30.0,M,30.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,4556,3779,OWNER,,,,,,monthly issuance,1995-07-08,,,,,,,,1019998.6999999994,312,3981.0,3.0,3981.0,159.0,2969.0,0.0,0.0,853.0,4.0,
4557,44,67.0,F,60.0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,4557,3780,OWNER,,,,,,monthly issuance,1995-11-25,,,,,,,,450231.7999999998,220,1611.0,2.0,1611.0,1611.0,0.0,0.0,0.0,0.0,4.0,
4558,44,71.0,M,70.0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,4558,3780,DISPONENT,,,,,,monthly issuance,1995-11-25,,,,,,,,450231.7999999998,220,1611.0,2.0,1611.0,1611.0,0.0,0.0,0.0,0.0,4.0,
4559,35,42.0,F,40.0,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,4559,3781,OWNER,706.0,gold,1997-01-16,1997.0,1.0,monthly issuance,1993-03-26,,,,,,,,3564530.6000000043,375,7701.0,1.0,7701.0,7701.0,0.0,0.0,0.0,0.0,7.0,
4560,9,36.0,M,30.0,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,4560,3782,OWNER,707.0,classic,1997-11-21,1997.0,11.0,weekly issuance,1997-03-17,,,,,,,,1296499.6,149,13951.0,3.0,13951.0,553.0,10608.0,0.0,0.0,2790.0,3.0,
4561,40,32.0,F,30.0,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,4561,3783,OWNER,,,,,,monthly issuance,1995-11-29,,,,,,,,741961.5999999996,196,3041.0,1.0,3041.0,3041.0,0.0,0.0,0.0,0.0,4.0,
4562,25,34.0,M,30.0,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,4562,3784,OWNER,,,,,,monthly issuance,1996-01-22,,,,,,,,628988.7999999998,226,4943.0,2.0,4943.0,1583.0,0.0,0.0,0.0,3360.0,4.0,
4563,10,28.0,F,20.0,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,4563,3785,OWNER,,,,,,monthly issuance,1993-03-24,,,,,,,,3907371.2000000044,423,6502.0,1.0,6502.0,6502.0,0.0,0.0,0.0,0.0,7.0,
4564,10,24.0,M,20.0,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,4564,3785,DISPONENT,,,,,,monthly issuance,1993-03-24,,,,,,,,3907371.2000000044,423,6502.0,1.0,6502.0,6502.0,0.0,0.0,0.0,0.0,7.0,
4565,14,52.0,M,50.0,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,4565,3786,OWNER,,,,,,monthly issuance,1993-06-22,,,,,,,,5923504.000000001,424,,,,,,,,,7.0,
4567,70,63.0,M,60.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,4567,3787,OWNER,,,,,,monthly issuance,1993-02-19,,,,,,,,3135415.5000000037,413,6360.0,2.0,6360.0,4407.0,0.0,1953.0,0.0,0.0,7.0,
4568,70,18.0,M,10.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,4568,3788,OWNER,708.0,junior,1996-09-24,1996.0,9.0,monthly issuance,1993-04-10,,,,,,,,1083290.5999999992,409,,,,,,,,,7.0,
4569,6,29.0,F,20.0,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,4569,3789,OWNER,,,,,,monthly issuance,1996-08-18,,,,,,,,1713590.1000000003,154,11244.0,1.0,11244.0,11244.0,0.0,0.0,0.0,0.0,3.0,
4570,1,60.0,F,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4570,3790,OWNER,,,,,,weekly issuance,1997-05-13,,,,,,,,1013917.0000000003,95,,,,,,,,,3.0,
4571,1,32.0,M,30.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4571,3791,OWNER,,,,,,weekly issuance,1996-05-03,,,,,,,,1894973.2,251,7862.0,3.0,7862.0,3682.0,1033.0,0.0,0.0,3147.0,4.0,
4572,28,64.0,F,60.0,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,4572,3792,OWNER,,,,,,monthly issuance,1993-08-11,,,,,,,,679307.3999999992,324,3518.0,1.0,3518.0,3518.0,0.0,0.0,0.0,0.0,6.0,
4573,5,44.0,F,40.0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,4573,3793,OWNER,,,,,,monthly issuance,1996-06-28,,,,,,,,742612.2999999996,171,5706.0,1.0,5706.0,5706.0,0.0,0.0,0.0,0.0,4.0,
4574,20,33.0,F,30.0,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,4574,3794,OWNER,,,,,,monthly issuance,1997-02-03,,,,,,,,883692.3999999996,119,4536.0,1.0,4536.0,4536.0,0.0,0.0,0.0,0.0,3.0,
4575,36,35.0,F,30.0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,4575,3795,OWNER,,,,,,monthly issuance,1996-03-18,,,,,,,,1335373.7999999998,206,9098.0,2.0,9098.0,2419.0,0.0,0.0,0.0,6679.0,4.0,
4576,53,42.0,M,40.0,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,4576,3796,OWNER,,,,,,monthly issuance,1993-05-25,,,,,,,,2249824.6000000024,398,8301.0,1.0,8301.0,8301.0,0.0,0.0,0.0,0.0,7.0,
4577,64,50.0,F,50.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,4577,3797,OWNER,,,,,,monthly issuance,1994-09-03,,,,,,,,113918.70000000011,91,,,,,,,,,5.0,
4578,15,23.0,M,20.0,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,4578,3798,OWNER,,,,,,monthly issuance,1997-08-27,,,,,,,,516133.1999999998,93,9895.0,2.0,9895.0,1258.0,0.0,0.0,0.0,8637.0,2.0,
4579,74,61.0,F,60.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,4579,3799,OWNER,,,,,,monthly issuance,1996-11-29,,,,,,,,867281.6999999997,196,6312.0,4.0,6312.0,4673.0,136.0,0.0,0.0,1503.0,3.0,
4580,30,55.0,F,50.0,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,4580,3800,OWNER,,,,,,monthly issuance,1996-09-16,,,,,,,,447520.09999999986,158,4928.0,2.0,4928.0,1294.0,0.0,0.0,0.0,3634.0,3.0,
4581,1,44.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4581,3801,OWNER,,,,,,monthly issuance,1996-06-20,,,,,,,,1374663.9000000004,143,,,,,,,,,4.0,
4582,44,81.0,M,80.0,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,4582,3802,OWNER,,,,,,monthly issuance,1996-04-18,,,,,,,,302623.7,148,3276.0,1.0,3276.0,3276.0,0.0,0.0,0.0,0.0,4.0,
4583,61,58.0,F,50.0,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,4583,3803,OWNER,,,,,,monthly issuance,1996-01-26,,,,,,,,622524.2999999996,181,5188.0,1.0,5188.0,5188.0,0.0,0.0,0.0,0.0,4.0,
4584,7,51.0,F,50.0,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,4584,3804,OWNER,,,,,,monthly issuance,1994-04-07,5750.0,63252.0,12.0,5271.0,A,2.0,1996.0,3920229.900000004,450,10371.7,3.0,10371.7,643.0,0.0,0.0,5270.7,4458.0,6.0,1.0
4585,9,51.0,F,50.0,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,4585,3805,OWNER,,,,,,monthly issuance,1994-07-02,,,,,,,,1433550.0000000007,314,5908.0,1.0,5908.0,5908.0,0.0,0.0,0.0,0.0,6.0,
4586,9,48.0,M,40.0,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,4586,3805,DISPONENT,,,,,,monthly issuance,1994-07-02,,,,,,,,1433550.0000000007,314,5908.0,1.0,5908.0,5908.0,0.0,0.0,0.0,0.0,6.0,
4587,36,22.0,F,20.0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,4587,3806,OWNER,709.0,junior,1997-04-11,1997.0,4.0,monthly issuance,1996-04-18,,,,,,,,1541470.4000000006,220,5712.0,3.0,5712.0,3216.0,18.0,0.0,0.0,2478.0,4.0,
4588,53,23.0,F,20.0,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,4588,3807,OWNER,710.0,junior,1996-12-10,1996.0,12.0,monthly issuance,1995-09-05,,,,,,,,1669031.700000001,226,4828.0,1.0,4828.0,4828.0,0.0,0.0,0.0,0.0,4.0,
4589,2,23.0,F,20.0,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,4589,3808,OWNER,,,,,,monthly issuance,1993-08-11,,,,,,,,2219115.1000000024,451,6733.0,2.0,6733.0,1966.0,0.0,0.0,0.0,4767.0,6.0,
4590,1,64.0,M,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4590,3809,OWNER,,,,,,monthly issuance,1996-11-21,,,,,,,,566358.4999999997,178,3586.0,3.0,3586.0,1965.0,2.0,0.0,0.0,1619.0,3.0,
4591,43,66.0,M,60.0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,4591,3810,OWNER,,,,,,monthly issuance,1995-06-22,,,,,,,,508701.8999999997,207,2862.0,1.0,2862.0,2862.0,0.0,0.0,0.0,0.0,5.0,
4592,1,45.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4592,3811,OWNER,711.0,classic,1998-08-19,1998.0,8.0,monthly issuance,1996-10-26,,,,,,,,238212.9000000001,145,2515.0,1.0,2515.0,2515.0,0.0,0.0,0.0,0.0,3.0,
4593,72,68.0,M,60.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,4593,3812,OWNER,,,,,,monthly issuance,1995-01-16,,,,,,,,433183.8999999996,226,2125.0,1.0,2125.0,2125.0,0.0,0.0,0.0,0.0,5.0,
4594,1,59.0,M,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4594,3813,OWNER,,,,,,monthly issuance,1997-10-09,,,,,,,,332364.0999999999,91,6873.0,3.0,6873.0,5645.0,333.0,0.0,0.0,895.0,2.0,
4595,1,59.0,F,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4595,3813,DISPONENT,,,,,,monthly issuance,1997-10-09,,,,,,,,332364.0999999999,91,6873.0,3.0,6873.0,5645.0,333.0,0.0,0.0,895.0,2.0,
4596,74,26.0,F,20.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,4596,3814,OWNER,,,,,,monthly issuance,1995-12-27,,,,,,,,54000.0,23,,,,,,,,,4.0,
4597,1,48.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4597,3815,OWNER,,,,,,monthly issuance,1996-03-24,,,,,,,,1852158.0000000016,165,3162.4,1.0,3162.4,0.0,0.0,3162.4,0.0,0.0,4.0,
4598,25,59.0,F,50.0,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,4598,3816,OWNER,,,,,,monthly issuance,1996-04-21,,,,,,,,96400.0,33,,,,,,,,,4.0,
4599,25,52.0,M,50.0,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,4599,3816,DISPONENT,,,,,,monthly issuance,1996-04-21,,,,,,,,96400.0,33,,,,,,,,,4.0,
4600,70,33.0,M,30.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,4600,3817,OWNER,,,,,,monthly issuance,1995-02-10,,,,,,,,1038918.1999999993,264,6529.0,1.0,6529.0,6529.0,0.0,0.0,0.0,0.0,5.0,
4601,1,65.0,M,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4601,3818,OWNER,,,,,,monthly issuance,1993-01-01,,,,,,,,2753196.2000000044,560,9135.0,3.0,9135.0,3596.0,4065.0,0.0,0.0,1474.0,7.0,
4602,1,66.0,F,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,4602,3818,DISPONENT,,,,,,monthly issuance,1993-01-01,,,,,,,,2753196.2000000044,560,9135.0,3.0,9135.0,3596.0,4065.0,0.0,0.0,1474.0,7.0,
4603,69,53.0,F,50.0,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,4603,3819,OWNER,,,,,,monthly issuance,1996-11-11,,,,,,,,588482.1999999998,128,7102.0,1.0,7102.0,7102.0,0.0,0.0,0.0,0.0,3.0,
4604,67,31.0,M,30.0,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,4604,3820,OWNER,,,,,,monthly issuance,1993-11-14,,,,,,,,1770526.8000000012,357,8054.0,1.0,8054.0,8054.0,0.0,0.0,0.0,0.0,6.0,
4605,18,19.0,F,10.0,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,4605,3821,OWNER,,,,,,monthly issuance,1996-04-18,,,,,,,,618726.3999999997,177,,,,,,,,,4.0,
4606,8,62.0,M,60.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,4606,3822,OWNER,,,,,,monthly issuance,1993-09-22,,,,,,,,2633354.9000000027,358,11657.0,1.0,11657.0,11657.0,0.0,0.0,0.0,0.0,6.0,
4607,74,23.0,F,20.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,4607,3823,OWNER,,,,,,monthly issuance,1995-04-19,,,,,,,,338775.5999999997,94,,,,,,,,,5.0,
4608,41,55.0,M,50.0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,4608,3824,OWNER,,,,,,monthly issuance,1994-03-20,,,,,,,,1168287.2999999996,277,6198.0,1.0,6198.0,6198.0,0.0,0.0,0.0,0.0,6.0,
4609,7,23.0,F,20.0,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,4609,3825,OWNER,,,,,,monthly issuance,1993-12-14,,,,,,,,522130.6999999993,149,,,,,,,,,6.0,
